"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
629 Henning,,Watermain - Replace Cast Iron Main,1560016-09,10,806,"$8,325,000"
630 Clarkfield,,Treatment - Rehab Treatment Plant,1870002-07,10,841,"$2,971,000"
631 Houston,,"Watermain - Jackson, Lincoln, Spruce Sts",1280005-04,10,980,"$703,000"
632 Nielsville,,Storage - Repl Tower,1600012-04,10,89,"$1,424,097"
633 Nielsville,,Conservation - Repl Water Meters,1600012-05,10,89,"$89,592"
634 Mabel,,Watermain - Repl Various Street,1230007-02,10,747,"$2,208,101"
635 Meadowlands,,Source - Well/Wellhouse Improvements,1690034-01,10,135,"$1,110,000"
636 Meadowlands,,Storage - Tower Rehab,1690034-02,10,135,"$715,000"
637 Meadowlands,,Watermain - Replacement,1690034-03,10,135,"$2,840,000"
638 Saint James,,Watermain - Repl 11th St.,1830006-07,10,"4,611","$1,108,680"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
639 Gibbon,,Storage - New Tower,1720004-04,10,824,"$3,002,400"
640 Hendrum,,"Storage - Repl 50,000 Gal Tower",1540004-03,10,307,"$1,430,000"
641 Aurora,,Watermain - 2nd St E Improvements,1690002-11,10,"1,764","$3,000,000"
642 Deer Creek,,Source - Wellhouse Rehab,1560007-04,10,195,"$127,000"
643 Breckenridge,,Conservation - Meter Replacement,1840002-02,10,"3,198","$586,806"
644 Breckenridge,,Other - Generator for Wells,1840002-03,10,"3,198","$99,474"
645 Fergus Falls,,"Storage - Replace 750,000 Gallon GSR",1560014-01,10,"13,754","$2,000,000"
646 Crosby,,Watermain - Phase 4 Improvements,1180008-10,10,"2,749","$2,774,300"
647 Crosby,,Watermain - Phase 5 Improvements,1180008-11,10,"2,749","$2,835,700"
648 Dennison,,Source - New Wells,1250021-02,10,173,"$385,000"
649 Dennison,,Storage - Tower Rehab,1250021-03,10,173,"$168,000"
650 Bovey,,Conservation - Repl Meters,1310003-02,10,802,"$240,000"
651 Park Rapids,,Watermain - Central Ave Improvements,1290003-07,10,"4,163","$1,597,128"
652 Crosby,,Watermain - Phase 3B Imp.2026,1180008-14,10,"2,519","$2,221,000"
653 Watkins,,"Storage - New 50,000 Gal Tower",1470010-02,10,948,"$774,700"
654 Menahga,,Watermain - First St. SW/Second St N,1800001-06,10,"1,087","$1,504,000"
655 LaSalle,,Conservation - Repl Meters,1830009-04,10,90,"$85,000"
656 Boyd,,Conservation -  Repl Meters,1370002-04,10,170,"$258,000"
657 Boyd,,Watermain - Replacement (Phase 2),1370002-05,10,170,"$3,773,000"
658 Baudette,,"Storage - Repl w/50,000 Gal East Tower",1390001-03,10,"1,022","$1,200,000"
659 Baudette,,Watermain - Hwy 72 Watermain Replace,1390001-05,10,"1,022","$2,400,000"
660 Baudette,,Watermain - Westwood Watermain & Service,1390001-06,10,"1,022","$1,103,626"
661 Henning,,Storage - Tower Rehab,1560016-13,10,851,"$546,500"
662 Lanesboro,,Watermain - Repl TH250,1230006-03,10,788,"$1,261,898"
663 Braham,,Watermain - Repl Various Areas,1300001-03,10,"1,800","$11,950,000"
664 Ely,,Watermain - Repl Various Areas,1690014-03,10,"3,280","$1,109,000"
665 Ely,,Watermain - Raw Water Intake/WM Repl,1690014-04,10,"3,280","$4,641,000"
666 Ely,,Watermain - Water Plant to Tower,1690014-05,10,"3,280","$497,000"
667 Winton,,Source - Pumphouse,1690057-02,10,116,"$134,500"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
668 Winton,,Storage - Vault Improvements,1690057-03,10,116,"$156,000"
669 Winton,,Watermain - Repl - 4 Zones,1690057-04,10,116,"$3,481,400"
670 Ruthton,,"Storage - New 50,000 Gal Tower",1590007-02,10,282,"$2,166,000"
671 Fosston,,Watermain - Replace Various Areas,1600010-04,10,"1,434","$4,488,183"
672 Madison,,Treatment - Plant Rehab,1370004-06,10,"1,483","$5,550,000"
673 New York Mills,,Watermain - CSAH 84 to Cornwell Ave,1560017-07,10,"1,307","$984,600"
674 New York Mills,,Watermain - Various City Street,1560017-08,10,"1,307","$1,576,000"
675 Mankato,,Storage - Repl West Reservoir,1070009-08,10,"42,803","$2,770,000"
676 McKinley,,Watermain - Grand Ave. Improvements,1690033-03,10,131,"$2,143,952"
677 Glenwood,,Watermain - Replace Old Mains,1610003-12,10,"2,563","$3,735,570"
678 Hayward,,Watermain - Replacement,1240012-02,10,227,"$2,554,000"
679 Staples,,Watermain - Southwest Improvements,1770011-13,10,"2,299","$3,165,730"
680 Ely,,Watermain - Sheridan St.,1690014-07,10,"3,258","$957,000"
681 Georgetown,,Conservation - Meters,1140014-03,10,67,"$81,000"
682 Lake Park,,Watermain - Repl 2nd Street,1030016-04,10,797,"$812,518"
683 Lake Park,,Conservation - Repl Water Meters,1030016-05,10,797,"$382,049"
684 Blue Earth Light and Water,,Treatment - RO for Softening,1220001-04,10,"3,138","$13,860,000"
685 Osakis,,Treatment - Plant Rehab,1210020-07,10,"1,552","$2,360,000"
686 Osakis,,Storage - Rehab Tower,1210020-08,10,"1,552","$617,100"
687 Morgan,,Storage - Tower Rehab,1640006-05,10,896,"$407,000"
688 Hibbing,,Source - Well Houses Rehab,1690022-10,10,"15,923","$850,000"
689 Hibbing,,Treatment - Plant for Carey Valley Well,1690022-07,10,"15,923","$14,000,000"
690 Hibbing,,Storage - Mesabi Tower Rehab,1690022-08,10,"15,923","$1,560,000"
691 International Falls,,Watermain - Replace 9th Street,1360002-03,10,"5,816","$1,625,950"
692 Porter,,Treatment - Wellhouse Rehab,1870006-02,10,185,"$364,000"
693 Danube,,Watermain - Repl Cast Iron Mains,1650004-03,10,493,"$5,500,000"
694 Danube,,Conservation - Replace Meters,1650004-05,10,493,"$290,000"
695 Sanborn,,Conservation - Water Meter Improvements,1640011-03,10,361,"$170,000"
696 Sanborn,,Storage - Water Tower Improvements,1640011-04,10,361,"$420,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
697 Beaver Bay,,Watermain - WM Improvements,1380001-03,10,130,"$301,000"
698 Kiester,,Watermain - Distribution Improvements,1220008-03,10,549,"$5,231,330"
699 Kiester,,Storage - Tank Improvements,1220008-04,10,549,"$585,000"
700 Kiester,,Treatment - Plant Improvements,1220008-05,10,549,"$6,102,330"
701 Pipestone,,Watermain - Replace Main St. area,1590005-12,10,"4,185","$7,500,000"
702 Holland,,Storage - Tower Rehab,1590010-01,10,227,"$919,000"
703 Holland,,Watermain - Replacement,1590010-02,10,227,"$9,330,000"
704 Holland,,Conservation - Meter Replacement,1590010-03,10,227,"$287,000"
705 Granada,,Watermain - Distribution System Upgrades,1460004-02,10,247,"$3,347,000"
706 Granada,,Conservation - Replace Meters,1460004-05,10,247,"$163,000"
707 Fertile,,Conservation - Meter Replacement,1600008-05,10,931,"$454,000"
708 Milaca,,Other - Tower Rehab,1480002-04,10,"3,063","$1,300,000"
709 Elbow Lake,,Storage - Tower Rehab,1260003-08,10,"1,125","$700,000"
710 Braham,,Source - New Well,1300001-04,10,"1,687","$750,000"
711 Braham,,Treatment - Plant Improvements,1300001-05,10,"1,687","$750,000"
712 Hanska,,"Storage - Repl w/100,000 Gal Tower",1080002-03,10,419,"$2,230,000"
713 Stewart,,Watermain - Distribution Reconstruction,1430009-08,10,610,"$3,178,300"
714 Winnebago,,Storage - Water Tank Rehabilitation,1220011-03,10,"1,417","$585,000"
715 Hibbing,,Watermain - Capital Improvements Phase 2,1690022-14,10,"16,224","$5,126,000"
716 Wheaton,,Watermain - Phase 1,1780004-05,10,"1,341","$1,600,000"
717 Wheaton,,Watermain - Phase 2,1780004-06,10,"1,341","$11,700,000"
718 Lake Wilson,,Storage - Tank Rehab,1510008-02,10,222,"$590,000"
719 Balaton,,Watermain - Replacement,1420001-04,10,601,"$1,700,900"
720 Saint Cloud,,Other - LSL Replacement Wilson Ave,1730027-10,10,"40,112","$364,000"
721 Saint Cloud,,Other - LSL Replacement Germain St,1730027-12,10,"40,112","$56,000"
722 Randall,,Watermain - Water System Improvements,1490005-02,10,581,"$4,000,000"
723 Randall,,Storage - Storage Improvements,1490005-03,10,581,"$425,000"
724 Randall,,Conservation - Meter Replacement,1490005-04,10,581,"$200,000"
725 Halstad,,Storage - Water Tower Rehab,1540003-01,10,581,"$440,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
726 Halstad,,Other - New West Central Regional Water,1540003-02,10,587,"$18,241,000"
727 Calumet,,Watermain - 4th Ave & Alley,1310004-05,10,341,"$287,483"
728 Calumet,,Watermain - 6th Ave & Shipka St,1310004-06,10,341,"$337,978"
729 Calumet,,Watermain - Buckmaster Rd to 7th/8th,1310004-07,10,341,"$198,770"
730 Calumet,,Watermain - 9th Ave & Morgan St,1310004-08,10,341,"$143,204"
731 Brooten,,Watermain - Replace & Loop,1730005-07,10,550,"$2,559,000"
732 Brooten,,Storage - Tower Rehab,1730005-08,10,550,"$947,000"
733 Fosston,,Watermain - Southside Replacement,1600010-05,10,"1,385","$3,384,550"
734 Lewisville,,Watermain - Replace Cast Iron WMs,1830003-06,10,333,"$5,009,000"
735 Lewisville,,Storage - Replace Tower,1830003-07,10,333,"$1,015,000"
736 Kettle River,,Watermain - Replacement,1090008-03,10,117,"$2,840,000"
737 Kettle River,,Storage - Tower Rehab,1090008-04,10,117,"$1,137,000"
738 Kettle River,,Conservation - Meters,1090008-05,10,117,"$181,000"
739 Bellingham,,Storage - Replace Tower,1370001-02,10,168,"$1,500,000"
740 Bellingham,,Watermain - Repl CIP,1370001-03,10,168,"$500,000"
741 Bellingham,,Conservation - Install Meters,1370001-04,10,168,"$400,000"
742 Cyrus,,Watermain - Phase 1 Replacment,1610001-04,10,318,"$665,970"
743 Cyrus,,Storage - Tower Rehab,1610001-06,10,318,"$742,000"
744 Willernie,,Watermain - Repl CSAH 12,1820022-01,10,507,"$417,743"
745 Garfield,,Storage - Tower Rehab,1210021-04,10,362,"$206,000"
746 Garfield,,Conservation - Meter Replacement,1210021-05,10,362,"$190,000"
747 Olivia,,Treatment - RO addition,1650011-06,10,"2,397","$5,200,000"
748 Lake Benton,,Watermain - Hwy 75 Replacement,1410003-01,10,676,"$719,608"
749 Waubun,,Storage - Water Tower Rehabilitation,1440004-04,10,433,"$418,500"
750 Campbell,,Source - New Well & Seal Well No. 1,1840003-01,10,159,"$424,100"
751 Kennedy,,"Storage - Booster Stat., Gen. Demo Tower",1350003-04,10,165,"$1,925,500"
752 Sherburn,,Watermain  - Replace Existing & Add Loop,1460007-03,10,"1,033","$927,430"
753 Hibbing,,Watermain - 23rd St. Replacement,1690022-15,10,"16,167","$1,105,000"
754 Hibbing,,Watermain - 2nd Ave E Replacement,1690022-16,10,"16,167","$2,184,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
755 Hibbing,,Watermain - Town Line Sliplining,1690022-17,10,"16,167","$4,680,000"
756 Hibbing,,Watermain - Kelly Lake Replacement,1690022-18,10,"16,167","$8,224,000"
757 Hibbing,,Watermain - 25th St. Replacement,1690022-19,10,"16,167","$1,900,000"
758 Hibbing,,Watermain - 17th St. Replacement,1690022-23,10,"16,167","$1,000,000"
759 Fairmont,,Storage - New 2.0 MG Reservoir,1460003-02,10,"10,465","$4,332,000"
760 Ortonville,,Watermain - Dixon St. Replacement,1060008-10,10,"2,021","$841,000"
761 Verdi,,Conservation - Replace Meters,1410005-02,10,32,"$54,000"
762 Gilbert,,Watermain - Virginia-Midway Booster,1690020-09,10,"1,829","$741,000"
763 Grand Rapids,,Watermain - Replace & Loop,1310011-05,10,"11,158","$4,900,000"
764 Kinney,,Storage - Tower Rehab,1690031-05,10,154,"$124,000"
765 Kinney,,Conservation - Meters,1690031-06,10,154,"$106,250"
766 Hokah,,Source - Phase 1 - Upgrade Wells & Reser,1280004-02,10,649,"$1,025,000"
767 Hokah,,Source - Construction Well No. 3,1280004-03,10,649,"$565,000"
768 Hokah,,Watermain - Distribution System Imp.,1280004-06,10,649,"$3,540,000"
769 Sacred Heart,,Treatment - RO to Address Chlorides,1650013-03,10,555,"$8,617,000"
770 Sacred Heart,,Storage - Tower Rehab,1650013-05,10,555,"$1,298,000"
771 Sauk Rapids,,Watermain - Rplcment Along Division St.,1050004-04,10,"13,926","$973,464"
772 Ortonville,,Watermain - Phase 3,1060008-08,10,"2,081","$10,000,000"
773 Ortonville,,Watermain - Phase 4,1060008-09,10,"2,081","$8,520,000"
774 Russell,,Watermain - Replacement Phase 1,1420008-04,10,312,"$3,804,000"
775 Halstad,,Conservation - Meters,1540003-04,10,622,"$475,400"
776 Minnesota Lake,,Storage - Replacement Tank,1220013-02,10,562,"$1,500,000"
777 Audubon,,Storage - Tower Rehab,1030001-05,10,625,"$406,000"
778 Wabasha,,Other - Booster Station Replacement,1790013-03,10,"2,655","$1,080,000"
779 Wabasha,,Watermain - Cast Iron Replacement,1790013-05,10,"2,655","$16,295,250"
780 Duluth,,Other - LSL Repl - Phase  1,1690011-12,10,"85,915","$2,500,000"
781 Duluth,,Other - LSL Repl - Phase 2,1690011-14,10,"85,852","$2,500,000"
782 Duluth,,Other - LSL Repl - Phase 3,1690011-15,10,"85,852","$2,500,000"
783 Duluth,,Other - LSL Repl - Phase 4,1690011-16,10,"85,852","$2,500,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
784 Royalton,,Storage - Tower Rehab,1490006-10,10,"1,179","$650,000"
785 Clara City,,Watermain -  Distribution Improvements,1120001-05,10,"1,402","$2,913,000"
786 Red Lake Falls,,Watermain - Repl Bottineau Ave/River St.,1630003-04,10,"1,381","$3,239,160"
787 Shelly,,Storage - Water Tower Replacement,1540007-01,10,133,"$1,025,000"
788 Shelly,,Conservation - Meter Replacements,1540007-02,10,133,"$76,500"
789 Shelly,,Source - Well House Rehabilitation,1540007-03,10,133,"$325,000"
790 Two Harbors,,Watermain - Repl 5th & 6th Avenues,1380005-09,10,"3,616","$4,800,000"
791 Saint Cloud,,Watermain - CSAH 75-33rd St. S to 38th S,1730027-13,10,"54,937","$3,000,000"
792 Saint Cloud,,Watermain - CSAH 75-38th St. S to S Towe,1730027-14,10,"54,937","$2,110,000"
793 Saint Cloud,,Watermain - 255th St. S to Clearwater Rd,1730027-15,10,"54,937","$1,509,000"
794 Saint Cloud,,Watermain - 2nd/3rd St. N-10th Ave. N,1730027-16,10,"54,937","$2,200,000"
795 Saint Cloud,,Watermain - CSAH 75-Washington Mem Dr.,1730027-17,10,"54,937","$2,135,000"
796 Saint Cloud,,Watermain - 22nd St. S-CR 136 to Cooper,1730027-19,10,"54,937","$1,997,000"
797 Saint Cloud,,Watermain - CR 136 Phase 1,1730027-20,10,"54,937","$6,000,000"
798 Saint Cloud,,Watermain - CR 136 Phase 2,1730027-21,10,"54,937","$6,000,000"
799 Saint Cloud,,Storage - South 2MG Ground Storage Reser,1730027-22,10,"54,937","$7,580,000"
800 Saint Cloud,,Watermain - CR74 Looping,1730027-23,10,"54,937","$2,092,000"
801 Saint Cloud,,Storage - Calvary Hill Tower Rehab,1730027-24,10,"54,937","$1,600,000"
802 Saint Cloud,,Storage - Calvary Hill Ground Res Rehab,1730027-25,10,"54,937","$1,800,000"
803 Saint Cloud,,Storage - SE Tower Rehab,1730027-26,10,"54,937","$1,500,000"
804 Royalton,,Watermain - Improvements & Looping,1490006-09,10,"1,172","$1,340,600"
805 Hector,,Watermain - Replacement,1650009-06,10,"1,127","$1,292,000"
806 Chisholm,,Watermain - Heritage Manor Area,1690007-07,10,"4,940","$232,011"
807 Bertha,,Source - Well/Wellhouse Rehab,1770001-05,10,557,"$589,000"
808 Pemberton,,Storage - Tower Rehab,1070015-05,10,255,"$1,117,000"
809 Pemberton,,Source - New Well House,1070015-06,10,255,"$2,480,000"
810 Pemberton,,Watermain - System Improvements,1070015-07,10,255,"$2,623,000"
811 Pemberton,,Conservation - Replace Meters,1070015-08,10,255,"$234,000"
812 Saint Cloud,,Other - Calvary Booster Station Imprvmt,1730027-09,10,"54,427","$3,216,000"
"",,,MPFA,,,
RANK SYSTEM,PROJECT,,PROJECT ID,POINTS,POPULATION,PROJECT COST
813 Welcome,Watermain - Dugan St. Replacement,,1460011-03,10,653,"$520,000"
814 Welcome,Treatment - TP Rehab,,1460011-04,10,653,"$8,500,000"
815 Roseau,Source - Well Rehab,,1680003-01,10,"2,724","$440,625"
816 Roseau,Treatment - Plant Improvements,,1680003-02,10,"2,724","$639,630"
817 Belview,Watermain - Street Utility Replacement,,1640001-06,10,337,"$13,505,200"
818 Hibbing,Watermain - 23rd St. Replace Phase II,,1690022-24,10,"16,028","$618,000"
819 Hibbing,Watermain - 19th St Replacement,,1690022-25,10,"16,028","$1,090,800"
820 Hibbing,"Watermain - 30"" Rehabilitation",,1690022-26,10,"16,028","$2,768,400"
821 Hibbing,Watermain - Hydrant & Valve Replacement,,1690022-27,10,"16,028","$1,050,000"
822 Franklin,Watermain - Reconstruction,,1650006-07,10,508,"$563,581"
823 Two Harbors,Watermain - Repl Old Rail Yard,,1380005-08,10,"3,718","$357,000"
824 New London,Watermain - Repl Norwood St.,,1340005-03,10,"1,251","$840,200"
825 Warren,Watermain - Ross Ave. Utility Repl Prjct,,1450012-06,10,"1,700","$520,000"
826 Russell,Watermain - Replacement Phase 2,,1420008-05,10,312,"$6,610,000"
827 Springfield,Watermain - Watermain Improvements,,1080008-01,10,"2,107","$4,013,100"
828 Beardsley,Storage - Tower Interior Recoat,,1060002-03,10,195,"$224,100"
829 Beardsley,Conservation - Install Meters,,1060002-06,10,195,"$139,400"
830 Lake Lillian,Watermain - Repl & Loop,,1340004-06,10,258,"$3,320,000"
831 Lake Lillian,Storage - Tower Rehab,,1340004-07,10,258,"$1,174,000"
832 Lamberton,Storage - Ground Storage Rehab,,1640003-11,10,847,"$816,000"
833 Lamberton,Watermain - Replace & Loop,,1640003-12,10,847,"$630,000"
834 Blomkest,Watermain - Distribution Replacement,,1340002-03,10,174,"$1,600,000"
835 Blomkest,Storage - New Pressure Tank,,1340002-04,10,174,"$400,000"
836 Cromwell,Conservation - Meters,,1090007-09,10,250,"$82,200"
837 Lincoln-Pipestone Rural Water SystemTreatment - New Dawson-Boyd WTP & Wells,,,1410007-02,10,"24,500","$8,511,000"
838 Lincoln-Pipestone Rural Water SystemStorage - New Burr Reservoir,,,1410007-03,10,"24,500","$1,025,000"
839 Lincoln-Pipestone Rural Water SystemTreatment - New Burr Contact Basin,,,1410007-04,10,"24,500","$2,895,000"
840 Brewster,Source - New Connection to LPRWS,,1530003-01,10,550,"$5,421,002"
841 Winsted,Watermain - Fairlawn Ave. & Loop,,1430010-08,10,"1,912","$543,055"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
842 LeSueur,,Other - SCADA upgrade,1400010-11,10,"4,050","$1,500,000"
843 Red Wing,,Treatment - Charlson Crest Upgrades,1250013-10,10,"16,366","$200,000"
844 Red Wing,,Storage - Charlson Crest Tower Rehab,1250013-12,10,"16,366","$600,000"
845 Red Wing,,Storage - River Bluffs Tower Rehab,1250013-13,10,"16,366","$550,000"
846 Long Prairie,,Storage - Tower Rehab,1770007-04,10,"3,727","$976,375"
847 Long Prairie,,Treatment - TP Rehab,1770007-05,10,"3,727","$2,092,500"
848 Starbuck,,Storage - Tank Rehab,1610008-04,10,"1,269","$92,400"
849 Starbuck,,Treatment - TP Rehab,1610008-06,10,"1,269","$384,057"
850 Clarks Grove,,Treatment - New Plant,1240005-01,10,606,"$5,151,000"
851 Clarks Grove,,Watermain - Watermain Improvements,1240005-02,10,606,"$3,969,500"
852 Taconite,,Source - Reconstruct Pump House,1310028-03,10,770,"$1,385,900"
853 Taconite,,Conservation - Replace Meters,1310028-04,10,770,"$188,720"
854 Raymond,,Watermain - Replace Watermain,1340008-04,10,722,"$10,000,000"
855 Emmons,,Treatment - TP Rehab,1240007-02,10,384,"$1,114,000"
856 Emmons,,Storage - New Tower,1240007-03,10,384,"$2,000,000"
857 Upsala,,Source - New Well,1490008-01,10,497,"$260,000"
858 Upsala,,Treatment - Plant Rehab,1490008-02,10,497,"$480,000"
859 Upsala,,Storage - Tower Rehab,1490008-03,10,497,"$463,000"
860 Upsala,,Conservation - Repl Meters,1490008-05,10,497,"$211,000"
861 Fairfax,,Treatment - RO Addition,1650005-05,10,"1,135","$2,500,000"
862 Greenbush,,Watermain - Replace Various Areas,1680002-13,10,680,"$3,310,000"
863 Kandiyohi,,Watermain - Repl McLaughlin & 3rd St.,1340003-06,10,554,"$473,000"
864 Kandiyohi,,Watermain - Phase 1 - Replacement,1340003-07,10,554,"$1,326,000"
865 Kandiyohi,,Watermain - Phase 2 - Replacement,1340003-08,10,554,"$2,584,000"
866 Kandiyohi,,Watermain - Phase 3 - Replacement,1340003-09,10,554,"$609,000"
867 Wells,,Watermain - TH22/TH109,1220010-06,10,"2,343","$1,900,000"
868 Blue Earth Light and Water,,Watermain - North Linton,1220001-11,10,"3,174","$778,940"
869 Minneota,,Watermain - Watermain Improvements,1420007-03,10,"1,293","$400,000"
870 Walnut Grove,,Watermain - 8th St. N Replacement,1640014-02,10,825,"$220,369"
"",,,,MPFA,,,
RANK SYSTEM,,PROJECT,,PROJECT ID,POINTS,POPULATION,PROJECT COST
871 Nashwauk,Storage - New GSR,,,1310024-07,10,970,"$450,000"
872 Saint Paul Regional Water Services,Treatment - Process Imp.(McCarrons),,,1620026-22,10,"385,796","$260,000,000"
873 Sauk Rapids,Watermain - 2nd Ave S Improvements,,,1050004-09,10,"13,830","$1,510,795"
874 Bird Island,Treatment - Filter Media Replacement,,,1650001-05,10,960,"$145,000"
875 Bird Island,Watermain - Water Distribution Recon,,,1650001-07,10,960,"$395,200"
876 Nashwauk,Watermain - Replace WM under 3rd St.,,,1310024-05,10,"1,144","$2,261,000"
877 Tracy,Watermain - Phase J Replacement,,,1420010-11,10,"2,154","$360,000"
878 Tracy,Watermain - Phase B Replacement,,,1420010-07,10,"2,154","$1,004,000"
879 Tracy,Watermain - Phase F Replacment,,,1420010-08,10,"2,154","$4,070,000"
880 Tracy,Watermain - Phase H Replacment,,,1420010-09,10,"2,154","$2,099,000"
881 New Ulm,Watermain - Distribution Reconstruction,,,1080003-04,10,"14,052","$710,000"
882 Comfrey,Watermain - CSAH 17 Replacement,,,1080001-10,10,297,"$380,933"
883 Underwood,Storage - Tower Rehab,,,1560026-07,10,420,"$520,000"
884 Red Wing,Storage - Sorin's Bluff Reservior Rehab,,,1250013-11,10,"16,596","$1,814,588"
885 Red Wing,Other - Booster Station Rehab,,,1250013-09,10,"16,596","$1,259,940"
886 Moorhead,Watermain - Distribution Phase 2,,,1140008-11,10,"43,409","$2,679,500"
887 Moorhead,Watermain - Distribution Phase 3,,,1140008-14,10,"43,409","$2,975,625"
888 Moorhead,Watermain - Distribution Phase 4,,,1140008-17,10,"43,409","$1,466,250"
889 Moorhead,Storage - Reservoirs Improvement,,,1140008-20,10,"43,409","$1,466,250"
890 Moorhead,Source - Transmission Pipeline Repl,,,1140008-23,10,"43,409","$14,950,000"
891 Manchester,Watermain - AC Pipe Replacement,,,1240014-02,10,49,"$1,209,500"
892 Howard Lake,Watermain - Replacement,,,1860010-10,10,"1,897","$2,875,500"
893 Howard Lake,Storage - Replace Tower No. 1,,,1860010-09,10,"1,897","$2,700,000"
894 Taconite,"Storage - Repl 50,000 Gal. Tower",,,1310028-01,10,706,"$1,691,060"
895 Vesta,Storage - Tower Rehab,,,1640012-06,10,315,"$968,000"
896 Lincoln-Pipestone Rural Water SystemTreatment - Holland WTP biotta addition,,,,1410007-05,10,"13,644","$8,511,000"
897 Blue Earth Light and Water,Watermain - S. Galbraith,,,1220001-08,10,"3,181","$742,410"
898 Ghent,Conservation - Meter Replacements,,,1420004-04,10,497,"$212,000"
899 Gaylord,Source - New Well #6,,,1720002-06,10,"2,082","$1,197,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
900 Big Lake,,Source - Additional Well #8,1710002-05,10,"9,000","$1,350,000"
901 Mounds View,,Treatment - Plant Rehab,1620008-01,10,"12,959","$2,340,000"
902 Waseca,,Watermain - 2nd Ave & 2nd St.,1810004-05,10,"9,208","$1,369,172"
903 Hanska,,Watermain - Repl Transite Main - Phase 2,1080002-06,10,419,"$3,065,000"
904 Rose Creek,,Watermain - System Improvements,1500014-02,10,454,"$6,977,000"
905 Perley,,Conservation - Replace Meters,1540006-02,10,101,"$165,000"
906 Perley,,Other - Connect to Regional Water,1540006-03,10,101,"$275,000"
907 Duluth,,Other - System Wide Corrosion & Painting,1690011-25,10,"86,772","$4,020,000"
908 Duluth,,Treatment - TP Rehab,1690011-26,10,"86,772","$15,883,000"
909 Round Lake,,Watermain - Main St 1st to 2nd,1530008-03,10,376,"$246,000"
910 Round Lake,,Watermain - Main St 5th to 6th,1530008-04,10,376,"$152,500"
911 Adrian,,Treatment - System Improvements,1530001-02,10,"1,127","$804,000"
912 Wood Lake,,Watermain - Repl Cast Iron & AC Mains,1870008-04,10,426,"$8,692,000"
913 Wood Lake,,Storage - Repl Tower,1870008-05,10,426,"$1,780,000"
914 Alden,,Watermain - Citywide System Replacement,1240004-05,10,680,"$8,133,000"
915 Alden,,Storage - Elevated Tank Replacement,1240004-06,10,680,"$1,200,000"
916 Alden,,Storage - Clear Well Tank Addition,1240004-07,10,680,"$800,000"
917 Bowlus,,Storage - Water Tower Rehab,1490009-04,10,273,"$673,000"
918 Hoyt Lakes,,Storage - Standpipe Rehab,1690028-03,10,"2,020","$1,050,000"
919 Pipestone,,Watermain - Repl 2nd Ave SW,1590005-14,10,"4,171","$687,500"
920 Pelican Rapids,,Watermain - Replace Various Areas,1560019-10,10,"2,577","$23,000,000"
921 Duluth,,Storage - Woodland Reservoirs,1690011-27,10,"86,859","$3,850,000"
922 Duluth,,Storage - Middle Reservoirs,1690011-28,10,"86,859","$8,100,000"
923 Duluth,,Storage - Reservoir Upgrades,1690011-29,10,"86,859","$8,100,000"
924 Trimont,,Watermain - NW Quadrant,1460009-10,10,684,"$2,290,000"
925 Trimont,,Watermain - NE Quadrant,1460009-11,10,684,"$3,036,000"
926 Trimont,,Treatment - New RO Plant,1460009-06,10,684,"$3,952,500"
927 Trimont,,Storage - New Tower,1460009-07,10,684,"$1,976,250"
928 Trimont,,Watermain - SE Quadrant,1460009-08,10,684,"$6,851,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
929 Trimont,,Watermain - SW Quadrant,1460009-09,10,684,"$3,497,000"
930 Coleraine,,Watermain - Roosevelt & Congdon Repl,1310006-07,10,"1,997","$4,200,000"
931 Nerstrand,,Storage - New Tower,1660009-03,10,217,"$1,783,000"
932 Nerstrand,,Watermain - C.I. Replacement,1660009-04,10,217,"$3,083,000"
933 Fulda,,Treatment - TP Improvements,1510005-03,10,"1,318","$153,000"
934 Fulda,,Storage - Tower Rehab,1510005-04,10,"1,318","$419,000"
935 Fulda,,Watermain - Phase 1A,1510005-05,10,"1,318","$10,618,000"
936 Fulda,,Watermain - Phase 1B,1510005-06,10,"1,318","$10,481,000"
937 Fulda,,Watermain - Remaining Improvements,1510005-07,10,"1,318","$10,324,000"
938 Buffalo,,Storage - Tower #1 Rehab,1860005-07,10,"16,413","$815,000"
939 Foley,,Source - New Well #6,1050001-03,10,"2,712","$507,500"
